,external_gene_name,ate,lower_bound,upper_bound
ENSG00000100364.17,KIAA0930,9.7606,-0.13937,18.461
ENSG00000117676.12,RPS6KA1,9.5775,-1.8225,22.776999999999997
ENSG00000185825.14,BCAP31,9.5346,0.2346,18.235
ENSG00000187688.13,TRPV2,9.5227,1.2227,19.023
ENSG00000169403.10,PTAFR,9.2418,-3.2582,21.142
ENSG00000083457.10,ITGAE,9.2175,1.7175,18.618
ENSG00000149418.9,ST14,9.0822,0.38222,17.082
ENSG00000198053.10,SIRPA,9.0423,-1.7577,19.642
ENSG00000149781.11,FERMT3,8.9113,-0.28873000000000004,17.611
ENSG00000158869.9,FCER1G,8.5085,-3.0915,20.008
ENSG00000023330.13,ALAS1,8.2624,-0.9375600000000001,16.762
ENSG00000025039.13,RRAGD,8.1147,2.1147,13.215
ENSG00000104687.11,GSR,8.0509,2.7509,13.350999999999999
ENSG00000135596.16,MICAL1,7.9833,-2.7167,17.583
ENSG00000095970.15,TREM2,7.9716,-0.42838000000000004,16.172
ENSG00000115919.13,KYNU,7.9696,-0.73036,15.97
ENSG00000119408.15,NEK6,7.8251,-0.57489,15.525
ENSG00000074964.15,ARHGEF10L,7.6432,1.4432,13.943
ENSG00000117410.12,ATP6V0B,7.4941,-0.9058799999999999,15.094000000000001
ENSG00000148834.11,GSTO1,7.3137,0.31368,14.514000000000001
ENSG00000066336.10,SPI1,7.2688,-0.53123,15.069
ENSG00000121769.6,FABP3,7.0812,1.5812,14.280999999999999
ENSG00000136810.11,TXN,7.0562,-0.64384,14.356
ENSG00000123095.5,BHLHE41,6.9188,1.7188,11.619000000000002
ENSG00000163814.6,CDCP1,6.4464,0.14645,12.745999999999999
ENSG00000103855.16,CD276,6.4099,1.0099,11.21
ENSG00000153292.14,ADGRF1,6.4074,0.40743,13.107000000000001
ENSG00000137824.14,RMDN3,6.3383,-0.1617,14.338
ENSG00000106789.11,CORO2A,6.1638,0.76379,11.364
ENSG00000069424.13,KCNAB2,6.1539,-3.4461,15.954
ENSG00000118785.12,SPP1,6.144,-0.95601,13.244000000000002
ENSG00000172936.11,MYD88,6.069,-0.831,13.469000000000001
ENSG00000158062.19,UBXN11,5.9936,1.1936,11.594000000000001
ENSG00000124198.8,ARFGEF2,5.9815,0.38148000000000004,11.081
ENSG00000198951.10,NAGA,5.8931,-0.50689,11.892999999999999
ENSG00000111863.11,ADTRP,5.8898,1.6898,10.19
ENSG00000224397.4,PELATON,5.7381,1.5381,9.6381
ENSG00000173221.12,GLRX,5.6242,0.024245,11.124
ENSG00000108602.16,ALDH3A1,5.6174,-0.082565,13.517000000000001
ENSG00000169692.11,AGPAT2,5.585,0.28495,11.085
ENSG00000087253.10,LPCAT2,5.4955,1.3955,9.9955
ENSG00000186074.17,CD300LF,5.3167,0.7167,9.7167
ENSG00000130559.17,CAMSAP1,5.27,0.27001,9.87
ENSG00000168961.15,LGALS9,5.1829,-1.1171,12.283
ENSG00000122378.12,PRXL2A,5.0945,0.69452,9.0945
ENSG00000100284.19,TOM1,4.9646,0.36459,9.3646
ENSG00000010671.14,BTK,4.9222,-0.67775,10.822000000000001
ENSG00000125912.9,NCLN,4.8916,-0.10844000000000001,9.3916
ENSG00000106683.13,LIMK1,4.8584,-0.34157,9.4584
ENSG00000140379.7,BCL2A1,4.766,-0.13401,9.866
ENSG00000171812.9,COL8A2,4.6603,0.86025,9.2603
ENSG00000156711.15,MAPK13,4.6303,-0.9696600000000001,9.7303
ENSG00000100997.17,ABHD12,4.3061,0.006093100000000001,8.7061
ENSG00000090487.9,SPG21,4.2781,-0.22195,8.9781
ENSG00000164687.9,FABP5,4.2502,0.45016999999999996,7.9502
ENSG00000160211.14,G6PD,4.2249,0.5249199999999999,8.3249
ENSG00000139629.14,GALNT6,3.8808,0.9807600000000001,6.6808
ENSG00000111424.9,VDR,3.8723,0.07234700000000001,7.8723
ENSG00000130204.11,TOMM40,3.8684,0.56843,6.7684
ENSG00000181045.13,SLC26A11,3.7452,0.8452200000000001,7.0452
ENSG00000119514.6,GALNT12,3.7174,1.0174,6.5174
ENSG00000141664.8,ZCCHC2,3.7024,-0.79761,8.2024
ENSG00000134668.11,SPOCD1,3.6892,0.08920299999999999,7.1892
ENSG00000162736.14,NCSTN,3.6721,-1.2279,8.8721
ENSG00000128604.17,IRF5,3.5794,0.17936,7.9794
ENSG00000063438.15,AHRR,3.5045,2.0045,5.0045
ENSG00000184730.9,APOBR,3.4797,-0.32034,7.2797
ENSG00000170909.12,OSCAR,3.4578,-0.74219,8.2578
ENSG00000129824.14,RPS4Y1,3.4176,-2.7824,10.517999999999999
ENSG00000103066.11,PLA2G15,3.303,-0.79704,7.403
ENSG00000164935.5,DCSTAMP,3.2274,0.22739,6.4274
ENSG00000147614.3,ATP6V0D2,3.2263,0.42628999999999995,6.4263
ENSG00000258227.5,CLEC5A,3.1768,-0.023171999999999998,6.2768
ENSG00000128524.4,ATP6V1F,3.0472,-0.25277,6.0472
ENSG00000076944.13,STXBP2,2.9881,-0.31188,6.1881
ENSG00000182117.5,NOP10,2.9005,-1.0995,6.9005
ENSG00000188089.12,PLA2G4E,2.7462,0.046213,6.5462
ENSG00000169026.11,SLC49A3,2.7106,0.11055999999999999,5.3106
ENSG00000196072.10,BLOC1S2,2.6734,0.07336799999999999,5.1734
ENSG00000090674.14,MCOLN1,2.6257,-0.27426999999999996,5.3257
ENSG00000163719.17,MTMR14,2.6061,-0.9938600000000001,6.9061
ENSG00000102393.8,GLA,2.6041,-1.2959,6.5041
ENSG00000185436.10,IFNLR1,2.4944,-0.0055601999999999995,5.8944
ENSG00000128973.10,CLN6,2.4557,-0.044258,4.9557
ENSG00000183044.10,ABAT,2.4232,-0.07683,4.8232
ENSG00000108932.10,SLC16A6,2.4162,-0.58382,5.2162
ENSG00000167977.7,KCTD5,2.2719,0.07189,4.4719
ENSG00000101194.16,SLC17A9,2.2387,0.13873,4.1387
ENSG00000115008.5,IL1A,2.1856,0.18559,4.6856
ENSG00000142655.11,PEX14,2.0259,0.025874,3.9259
ENSG00000109066.12,TMEM104,2.0163,-0.38369000000000003,4.4163
ENSG00000116675.14,DNAJC6,2.0065,0.60646,3.3065
ENSG00000167850.3,CD300C,1.9547,0.1547,3.6547
ENSG00000232973.10,CYP1B1-AS1,1.8285,0.42854,3.1285
ENSG00000088538.12,DOCK3,1.8257,0.42566000000000004,3.5257
ENSG00000069812.10,HES2,1.8215,0.72146,2.9215
ENSG00000177301.12,KCNA2,1.7919,0.5918800000000001,2.9919
ENSG00000133246.10,PRAM1,1.7341,-0.16592,3.7341
ENSG00000141497.12,ZMYND15,1.7157,-0.084261,3.4157
ENSG00000095209.10,TMEM38B,1.7011,0.5010600000000001,2.9011
ENSG00000173599.12,PC,1.6993,-0.10066,3.3993
ENSG00000143355.14,LHX9,1.6689,0.068918,3.5689
ENSG00000248318.1,AC104958.1,1.6654,0.065364,3.3654
ENSG00000137976.7,DNASE2B,1.6211,-0.67892,4.1211
ENSG00000226673.1,LINC01108,1.5772,0.5772,3.1772
ENSG00000129450.7,SIGLEC9,1.459,-0.6410100000000001,3.659
ENSG00000006016.9,CRLF1,1.4066,-0.09338400000000001,3.3066
ENSG00000154165.4,GPR15,1.3727,0.072673,2.5727
ENSG00000111181.11,SLC6A12,1.3641,0.16408,2.7641
ENSG00000161642.16,ZNF385A,1.2725,-0.3275,3.0725
ENSG00000104205.11,SGK3,1.1017,0.0016726,2.3017
ENSG00000187840.4,EIF4EBP1,1.1014,-0.29865,2.6014
ENSG00000126106.12,TMEM53,1.0933,0.093296,2.0933
ENSG00000244482.8,LILRA6,1.0713,-0.12872999999999998,2.3713
ENSG00000236700.4,LINC01010,1.0564,-0.14357,2.6564
ENSG00000140465.12,CYP1A1,1.0422,0.14218,13.842
ENSG00000100344.9,PNPLA3,1.0243,0.024318,2.2243
ENSG00000227036.5,LINC00511,0.98303,0.083026,2.283
ENSG00000158477.6,CD1A,0.9278299999999999,0.12783,2.1278
ENSG00000148803.10,FUOM,0.9006200000000001,-0.19938,2.1006
ENSG00000171658.7,NMRAL2P,0.8727799999999999,0.27278,1.5728
ENSG00000167105.6,TMEM92,0.81748,0.017478,1.6175
ENSG00000143105.6,KCNA10,0.77588,0.075879,1.5759
ENSG00000177602.5,HASPIN,0.7539100000000001,0.053915,1.3539
ENSG00000225026.1,AC091492.1,0.7371800000000001,0.037183999999999995,1.4372
ENSG00000141505.10,ASGR1,0.7226100000000001,-0.17739000000000002,1.6226
ENSG00000262406.2,MMP12,0.7055600000000001,0.10555999999999999,1.6056
ENSG00000172156.3,CCL11,0.6339100000000001,0.13391,1.2339
ENSG00000177465.4,ACOT4,0.5922,-0.1078,1.3922
ENSG00000196611.4,MMP1,0.5593,-0.5407,2.3593
ENSG00000140505.6,CYP1A2,0.54578,0.04578,1.5458
ENSG00000166866.11,MYO1A,0.54283,0.14282999999999998,1.0428
ENSG00000248803.1,AC092349.1,0.48091000000000006,0.080913,0.8809100000000001
ENSG00000203446.2,SUGCT-AS1,0.46723000000000003,-0.032772,0.9672299999999999
ENSG00000237346.1,AL080313.2,0.43885,0.13885,0.73885
ENSG00000167083.5,GNGT2,0.42943000000000003,-0.070572,0.92943
ENSG00000183773.14,AIFM3,0.42403,-0.07596900000000001,0.9240299999999999
ENSG00000185640.5,KRT79,0.40692,0.0069232,0.80692
ENSG00000184408.8,KCND2,0.3969,-0.1031,0.9969
ENSG00000248360.6,LINC00504,0.38484,-0.015156000000000001,0.78484
ENSG00000111344.10,RASAL1,0.37372,0.07372100000000001,0.77372
ENSG00000250290.1,NCAPGP1,0.36469,-0.13530999999999999,0.86469
ENSG00000259668.4,AC066613.1,0.36022,-0.13978,0.9602200000000001
ENSG00000226608.3,FTLP3,0.35115,-0.54885,1.1512
ENSG00000246740.2,PLA2G4E-AS1,0.27404,-0.025955000000000002,0.77404
ENSG00000263718.2,SEPTIN9-DT,0.27097,-0.02903,0.57097
ENSG00000234540.1,AL080313.1,0.2668,0.066798,0.4668
ENSG00000197403.3,OR6N1,0.26600999999999997,0.066005,0.56601
ENSG00000279141.2,LINC01451,0.26131,0.061314,0.5613100000000001
ENSG00000180433.4,OR6K6,0.25176,-0.048237999999999996,0.55176
ENSG00000203757.1,OR6K3,0.24756999999999998,0.047569,0.54757
ENSG00000272555.1,AC009974.1,0.2382,-0.061798,0.4382
ENSG00000224034.1,LINC02561,0.22229000000000002,0.022291,0.42228999999999994
ENSG00000268849.4,SIGLEC22P,0.19494,-0.0050618,0.49494
ENSG00000186451.1,SPATA12,0.19280999999999998,-0.10719000000000001,0.49281
ENSG00000229160.1,AC009229.2,0.1843,-0.0157,0.4843
ENSG00000259760.1,AC015660.2,0.16691,-0.033091,0.46691000000000005
ENSG00000203724.9,C1orf53,0.16614,-0.033864,0.36614
ENSG00000180437.5,OR6K4P,0.15388,-0.046114999999999996,0.35388000000000003
ENSG00000219986.2,BTF3P7,0.14949,-0.050511,0.34949
ENSG00000226949.1,OR6K5P,0.14677,-0.053232,0.34676999999999997
ENSG00000180409.3,OR10AA1P,0.14240999999999998,-0.05759500000000001,0.34241
ENSG00000230479.1,AP000695.1,0.13904,-0.060958000000000005,0.33904
ENSG00000233818.1,AP000695.2,0.12992,0.029916,0.32992
ENSG00000232368.1,FTLP2,0.12007000000000001,-0.07993099999999999,0.32006999999999997
ENSG00000229162.1,RUNX3-AS1,0.11314,-0.086859,0.31314000000000003
ENSG00000188340.1,OR6N2,0.095424,-0.004575500000000001,0.19542
ENSG00000270980.1,AC060764.1,0.091214,-0.008785799999999998,0.19121
ENSG00000154975.12,CA10,0.089327,-0.010673,0.18933
ENSG00000253230.5,MIR124-1HG,0.08428300000000001,-0.015717,0.18428
ENSG00000243040.5,RBMY2FP,0.0828,-0.0172,0.1828
ENSG00000237691.1,IFNWP2,0.072934,-0.027066000000000003,0.17293
ENSG00000225315.2,AL591178.1,0.07156599999999999,-0.028433999999999997,0.17157
ENSG00000273789.1,,0.070396,-0.029604000000000002,0.1704
ENSG00000233041.7,PHGR1,0.07019500000000001,-0.029805,0.1702
ENSG00000262358.1,AC116914.1,0.06859900000000001,-0.031401,0.1686
ENSG00000281882.1,,0.057998,-0.042002,0.158
ENSG00000229724.1,OR2AQ1P,0.055541999999999994,-0.044458,0.15554
ENSG00000257797.1,AC039056.1,0.0525,-0.0475,0.1525
ENSG00000224995.1,LINC01526,0.045804000000000004,-0.054196,0.1458
ENSG00000214278.4,AC010442.1,0.038870999999999996,-0.061128999999999996,0.13887
ENSG00000250645.1,AC010442.2,0.031493,-0.068507,0.13149
ENSG00000237941.2,KCNQ1DN,-0.026664,-0.12666,0.073336
ENSG00000271484.1,ABI1P1,-0.035884,-0.13588,0.06411599999999999
ENSG00000221870.2,,-0.041304,-0.1413,0.058696000000000005
ENSG00000151834.14,GABRA2,-0.044906,-0.14490999999999998,0.055094000000000004
ENSG00000273762.1,VN1R76P,-0.05140499999999999,-0.15141,0.048595
ENSG00000254089.1,AC016885.2,-0.052084000000000005,-0.15208,0.047916
ENSG00000126733.19,DACH2,-0.061448,-0.26145,0.038551999999999996
ENSG00000239570.1,SETP11,-0.066906,-0.16691,0.033094
ENSG00000227082.1,LINC02798,-0.07072300000000001,-0.17072,0.029276999999999997
ENSG00000261706.1,LINC00165,-0.08285,-0.18285,0.01715
ENSG00000172399.5,MYOZ2,-0.090504,-0.2905,0.1095
ENSG00000183691.4,NOG,-0.096937,-0.29694,0.10305999999999998
ENSG00000260364.1,AC009055.1,-0.10012,-0.20012,-0.00012182
ENSG00000260331.1,AC079148.1,-0.10801,-0.30801,0.09199500000000001
ENSG00000280639.1,LINC02204,-0.11667000000000001,-0.31667,0.083326
ENSG00000249806.1,AC139720.1,-0.13030999999999998,-0.33031,0.069689
ENSG00000271474.1,AC106881.1,-0.13758,-0.43758,0.16242
ENSG00000279039.1,AC011447.6,-0.15183,-0.35183000000000003,0.048169
ENSG00000189423.10,USP32P3,-0.15309,-0.35309,0.046909
ENSG00000196368.4,NUDT11,-0.16028,-0.36028000000000004,0.039724
ENSG00000253407.1,AC087341.1,-0.16804000000000002,-0.36804000000000003,0.031961
ENSG00000260947.1,AL356489.2,-0.1794,-0.4794,0.1206
ENSG00000267097.1,SLC14A2-AS1,-0.20227,-0.40226999999999996,-0.0022699
ENSG00000164037.15,SLC9B1,-0.20715999999999998,-0.50716,0.09284400000000001
ENSG00000220563.1,PKMP3,-0.21323000000000003,-0.51323,0.086772
ENSG00000189398.5,OR7E12P,-0.22041,-0.52041,0.079586
ENSG00000280515.1,SALRNA2,-0.22108000000000003,-0.52108,0.078924
ENSG00000187398.10,LUZP2,-0.22689,-0.7268899999999999,0.073112
ENSG00000102243.11,VGLL1,-0.24378000000000002,-0.54378,0.056220000000000006
ENSG00000227110.5,LMCD1-AS1,-0.24850999999999998,-0.54851,0.051493
ENSG00000274588.1,DGKK,-0.25921,-0.55921,-0.059213
ENSG00000232480.1,TGFB2-AS1,-0.28968,-0.6896800000000001,0.11032
ENSG00000270223.1,,-0.28981,-0.78981,0.21019000000000002
ENSG00000229481.2,,-0.30476,-0.70476,0.095237
ENSG00000147606.7,SLC26A7,-0.31375,-0.81375,0.086254
ENSG00000147485.11,PXDNL,-0.32364,-0.72364,0.076363
ENSG00000207770.1,,-0.3443,-0.6443,-0.044295999999999995
ENSG00000120324.6,PCDHB10,-0.35205,-0.75205,0.047952999999999996
ENSG00000272674.3,PCDHB16,-0.39029,-0.99029,0.10970999999999999
ENSG00000113205.4,PCDHB3,-0.39939,-0.7993899999999999,0.00060513
ENSG00000164591.12,MYOZ3,-0.4045,-0.9045,0.095499
ENSG00000185985.8,SLITRK2,-0.41867,-1.0187,0.18133
ENSG00000117154.10,IGSF21,-0.42185,-0.72185,-0.12185
ENSG00000189430.11,NCR1,-0.42983999999999994,-0.8298399999999999,-0.029837
ENSG00000187151.6,ANGPTL5,-0.43806999999999996,-0.8380700000000001,-0.038071
ENSG00000237248.4,LINC00987,-0.45742,-0.95742,0.042581
ENSG00000146858.7,ZC3HAV1L,-0.49307,-1.2931,0.30693000000000004
ENSG00000158164.6,TMSB15A,-0.5423899999999999,-0.94239,-0.14239000000000002
ENSG00000081818.3,PCDHB4,-0.54289,-1.0429,0.057108000000000006
ENSG00000186310.9,NAP1L3,-0.54402,-1.1440000000000001,0.055977
ENSG00000196109.6,ZNF676,-0.54703,-1.247,0.052972000000000005
ENSG00000166770.9,ZNF667-AS1,-0.54957,-1.3496,0.25043000000000004
ENSG00000261208.1,AL365475.1,-0.55807,-1.2581,0.14193
ENSG00000007171.15,NOS2,-0.59873,-1.3987,0.10127
ENSG00000118276.10,B4GALT6,-0.59917,-1.1992,0.00083334
ENSG00000198205.6,ZXDA,-0.61836,-1.5184,0.28164
ENSG00000237036.4,ZEB1-AS1,-0.63815,-1.2381,-0.038146
ENSG00000264705.1,AC090337.1,-0.6450100000000001,-1.245,0.054988
ENSG00000198046.10,ZNF667,-0.66893,-1.4689,0.13107
ENSG00000198155.5,ZNF876P,-0.6752600000000001,-1.1753,-0.17526
ENSG00000150076.21,,-0.6784600000000001,-1.4785,0.12154000000000001
ENSG00000179256.2,SMCO3,-0.68097,-1.381,0.019030000000000002
ENSG00000223756.5,TSSC2,-0.68302,-1.2830000000000001,0.016981
ENSG00000137338.5,PGBD1,-0.6986,-1.4986,0.1014
ENSG00000152154.9,TMEM178A,-0.7093,-1.4093,0.090697
ENSG00000134627.10,PIWIL4,-0.74132,-1.3413,-0.14132
ENSG00000113248.5,PCDHB15,-0.77398,-1.6740000000000002,0.32602
ENSG00000184515.9,BEX5,-0.8346100000000001,-1.6346,-0.034609
ENSG00000144792.8,ZNF660,-0.8384299999999999,-1.9384,0.26156999999999997
ENSG00000173698.16,ADGRG2,-0.88702,-1.8869999999999998,0.21298000000000003
ENSG00000233098.7,CCDC144NL-AS1,-0.9183600000000001,-1.6184,-0.11835999999999999
ENSG00000102383.12,ZDHHC15,-0.92117,-2.0212,0.17883
ENSG00000196459.12,TRAPPC2,-0.9261799999999999,-2.5262,0.57382
ENSG00000279207.1,AC015813.6,-0.9510200000000001,-1.9509999999999998,0.048982
ENSG00000178343.4,SHISA3,-0.95205,-1.8519999999999999,-0.052049
ENSG00000102245.6,CD40LG,-0.96329,-1.7633,-0.26329
ENSG00000240809.1,CAP1P1,-1.0313,-1.8313,-0.23126
ENSG00000171649.10,ZIK1,-1.0788,-2.0788,0.021214
ENSG00000171827.9,ZNF570,-1.1326,-2.6326,0.26736
ENSG00000140470.12,ADAMTS17,-1.2053,-2.6053,0.29467
ENSG00000188227.11,ZNF793,-1.2526,-2.8526,0.047374
ENSG00000186479.4,RGS7BP,-1.2998,-2.3998,-0.09980900000000001
ENSG00000185737.11,NRG3,-1.3309,-2.2309,-0.33092
ENSG00000112186.10,CAP2,-1.3458,-2.7458,0.054165
ENSG00000130226.15,DPP6,-1.3631,-2.6631,-0.16315
ENSG00000176293.18,ZNF135,-1.3908,-2.7908,0.10918
ENSG00000198453.11,ZNF568,-1.3993,-3.1993,0.40074
ENSG00000138780.13,GSTCD,-1.4943,-2.7943,-0.19434
ENSG00000186854.9,TRABD2A,-1.5255,-2.7255,-0.22546
ENSG00000235505.6,CASP4LP,-1.5552,-3.6552,0.34478000000000003
ENSG00000213988.8,ZNF90,-1.5666,-3.2666,0.23338000000000003
ENSG00000137960.5,GIPC2,-1.7489,-3.5489,0.051085000000000005
ENSG00000144935.13,TRPC1,-1.8024,-4.4024,0.7976300000000001
ENSG00000111796.3,KLRB1,-1.8530000000000002,-3.853,-0.25303000000000003
ENSG00000008277.13,ADAM22,-1.8995,-4.0995,0.30052
ENSG00000279453.1,Z99129.4,-1.9358,-3.7358,-0.13581
ENSG00000155016.16,CYP2U1,-1.9578,-4.2578,0.24225
ENSG00000169239.11,CA5B,-1.9703,-4.3703,0.32971
ENSG00000185052.10,SLC24A3,-2.02,-3.72,-0.31998000000000004
ENSG00000130224.13,LRCH2,-2.0391,-4.2391,0.26094
ENSG00000136895.17,GARNL3,-2.0943,-4.5943,0.4057
ENSG00000129680.14,MAP7D3,-2.1252,-4.4252,-0.12517
ENSG00000256229.6,ZNF486,-2.1985,-4.8985,0.001471
ENSG00000119865.7,CNRIP1,-2.3725,-4.2725,-0.37251999999999996
ENSG00000171451.13,DSEL,-2.4574,-4.9574,0.14259000000000002
ENSG00000206052.9,DOK6,-2.5336,-4.8336,-0.23363
ENSG00000259976.1,AC093010.2,-2.6623,-4.9623,-0.26234
ENSG00000197124.10,ZNF682,-2.8074,-5.4074,-0.60743
ENSG00000168077.12,SCARA3,-2.8587,-6.7587,1.3413
ENSG00000152779.13,SLC16A12,-2.8869,-5.9869,-0.086857
ENSG00000158555.13,GDPD5,-2.8939,-5.5939,-0.29386999999999996
ENSG00000081665.12,ZNF506,-3.0253,-6.1253,-0.025294999999999998
ENSG00000148468.15,FAM171A1,-3.0493,-5.5493,-0.5493
ENSG00000114200.8,BCHE,-3.1845,-7.6845,1.2155
ENSG00000005889.14,ZFX,-3.3842,-8.2842,1.3158
ENSG00000092969.10,TGFB2,-3.7028,-7.8028,0.29721
ENSG00000104723.19,TUSC3,-3.76,-8.26,0.9400299999999999
ENSG00000072501.16,SMC1A,-3.7896,-8.2896,1.3104
ENSG00000150275.16,PCDH15,-3.9976,-8.3976,-0.19760999999999998
ENSG00000151693.8,ASAP2,-4.251,-8.451,0.14902
ENSG00000186469.7,GNG2,-4.3875,-8.0875,-0.28752
ENSG00000183091.18,NEB,-4.4496,-8.3496,-0.84964
ENSG00000182836.8,PLCXD3,-4.5401,-7.4401,-1.6401
ENSG00000135643.4,KCNMB4,-4.6783,-8.4783,-0.67835
ENSG00000138639.16,ARHGAP24,-4.6794,-8.7794,-0.67937
ENSG00000117834.11,SLC5A9,-5.0618,-9.6618,-0.56184
ENSG00000198771.9,RCSD1,-5.1336,-11.534,0.2664
ENSG00000038295.6,TLL1,-5.3113,-9.5113,-1.0113
ENSG00000134569.8,LRP4,-5.4182,-10.517999999999999,0.28181
ENSG00000118922.15,KLF12,-5.4528,-10.552999999999999,0.24716
ENSG00000162614.17,NEXN,-5.5849,-10.085,-0.9849100000000001
ENSG00000101333.15,PLCB4,-6.0937,-12.494000000000002,0.90633
ENSG00000147408.13,CSGALNACT1,-6.1132,-12.913,1.0868
ENSG00000205726.12,ITSN1,-6.3511,-13.251,0.94888
ENSG00000105968.17,H2AZ2,-6.6874,-13.287,-0.38744
ENSG00000106819.10,ASPN,-7.2636,-14.364,0.9364
ENSG00000234456.6,MAGI2-AS3,-7.7821,-15.582,0.6179399999999999
ENSG00000171243.7,SOSTDC1,-7.7994,-16.299,-0.7993600000000001
ENSG00000169855.18,ROBO1,-7.8593,-14.059000000000001,-1.5593
